,,%Previsao,vtmp:925,vtmp:850,vtmp:500,temp:850,temp:500,temp:250,pslc:000,umes:925,umes:850,umes:500,zgeo:850,zgeo:500,zgeo:250,uvel:850,uvel:500,uvel:250,vvel:850,vvel:500,vvel:250
RMSEX666_20230216002023030300T.scan,7,168,5.139,4.905,3.868,4.837,3.846,3.438,8.917,0.002,0.002,0.001,67.748,91.716,119.364,7.231,9.425,13.015,7.158,9.768,13.61
RMSEX666_20230216002023030300T.scan,8,192,5.425,5.248,4.254,5.168,4.23,3.705,9.688,0.002,0.002,0.001,74.355,104.08,136.718,7.652,10.262,14.162,7.589,10.599,14.871
RMSEX666_20230216002023030300T.scan,9,216,5.541,5.374,4.483,5.287,4.457,3.832,10.574,0.002,0.002,0.001,81.724,114.047,149.135,8.086,10.93,15.301,7.857,11.073,15.749
RMSEX666_20230216002023030300T.scan,10,240,5.616,5.529,4.659,5.438,4.631,3.956,11.164,0.002,0.002,0.001,86.503,121.485,159.353,8.432,11.558,16.156,7.995,11.198,16.171
RMSEX666_20230216002023030300T.scan,11,264,5.732,5.674,4.788,5.579,4.758,4.063,11.485,0.002,0.002,0.001,88.837,125.489,166.15,8.536,11.667,16.393,8.161,11.453,16.502
ACORX666_20230216002023030300T.scan,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACORX666_20230216002023030300T.scan,1,24,0.613,0.804,0.979,0.804,0.979,0.975,0.999,0.674,0.768,0.863,0.978,0.982,0.991,0.811,0.946,0.984,0.887,0.957,0.983
ACORX666_20230216002023030300T.scan,2,48,0.417,0.628,0.934,0.627,0.934,0.917,0.997,0.52,0.627,0.678,0.944,0.942,0.967,0.775,0.881,0.954,0.845,0.887,0.951
ACORX666_20230216002023030300T.scan,3,72,0.293,0.523,0.84,0.522,0.84,0.829,0.996,0.368,0.453,0.574,0.871,0.876,0.893,0.673,0.73,0.877,0.762,0.774,0.878
ACORX666_20230216002023030300T.scan,4,96,0.262,0.447,0.735,0.447,0.735,0.699,0.995,0.308,0.37,0.454,0.773,0.762,0.839,0.589,0.568,0.773,0.679,0.654,0.781
ACORX666_20230216002023030300T.scan,5,120,0.218,0.407,0.652,0.407,0.652,0.703,0.992,0.265,0.276,0.349,0.65,0.788,0.838,0.396,0.494,0.738,0.57,0.655,0.711
ACORX666_20230216002023030300T.scan,6,144,0.139,0.32,0.649,0.32,0.649,0.652,0.989,0.207,0.251,0.355,0.504,0.697,0.78,0.378,0.552,0.682,0.468,0.573,0.678
ACORX666_20230216002023030300T.scan,7,168,-0.017,0.162,0.526,0.161,0.526,0.538,0.986,0.092,0.129,0.231,0.581,0.564,0.672,0.365,0.571,0.666,0.351,0.431,0.556
ACORX666_20230216002023030300T.scan,8,192,-0.055,0.153,0.438,0.152,0.438,0.412,0.986,0.067,0.157,0.247,0.552,0.475,0.582,0.422,0.473,0.598,0.437,0.311,0.477
ACORX666_20230216002023030300T.scan,9,216,-0.043,0.259,0.373,0.258,0.373,0.507,0.983,0.152,0.241,0.185,0.54,0.494,0.542,0.435,0.41,0.508,0.377,0.377,0.448
ACORX666_20230216002023030300T.scan,10,240,-0.109,0.057,0.244,0.056,0.244,0.239,0.98,0.036,0.09,0.034,0.537,0.486,0.55,0.347,0.354,0.475,0.348,0.354,0.413
ACORX666_20230216002023030300T.scan,11,264,-0.141,0.143,0.062,0.144,0.062,0.196,0.978,-0.054,0.017,0.1,0.375,0.443,0.473,0.291,0.301,0.466,0.264,0.281,0.371
