,,%Previsao,vtmp:925,vtmp:850,vtmp:500,temp:850,temp:500,temp:250,pslc:000,umes:925,umes:850,umes:500,zgeo:850,zgeo:500,zgeo:250,uvel:850,uvel:500,uvel:250,vvel:850,vvel:500,vvel:250
RMSEX666_20230216002023030300T.scan,11,264,5.87,6.325,5.203,6.188,5.155,4.449,11.067,0.002,0.002,0.001,89.35,135.823,188.661,8.655,11.935,17.65,8.511,12.406,18.855
ACORX666_20230216002023030300T.scan,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACORX666_20230216002023030300T.scan,1,24,0.99,0.992,0.998,0.991,0.998,0.986,1.0,0.977,0.958,0.939,0.996,1.0,1.0,0.955,0.981,0.983,0.896,0.959,0.968
ACORX666_20230216002023030300T.scan,2,48,0.987,0.989,0.995,0.988,0.995,0.966,1.0,0.967,0.931,0.882,0.992,0.998,0.999,0.927,0.961,0.96,0.831,0.915,0.925
ACORX666_20230216002023030300T.scan,3,72,0.985,0.986,0.991,0.985,0.99,0.94,0.999,0.961,0.91,0.831,0.987,0.997,0.998,0.898,0.934,0.926,0.763,0.848,0.859
ACORX666_20230216002023030300T.scan,4,96,0.981,0.982,0.985,0.98,0.984,0.908,0.999,0.955,0.892,0.779,0.98,0.993,0.995,0.865,0.899,0.881,0.674,0.747,0.755
ACORX666_20230216002023030300T.scan,5,120,0.978,0.977,0.977,0.976,0.976,0.872,0.998,0.949,0.879,0.735,0.969,0.988,0.991,0.832,0.854,0.827,0.576,0.623,0.627
ACORX666_20230216002023030300T.scan,6,144,0.973,0.972,0.968,0.97,0.968,0.845,0.998,0.944,0.867,0.702,0.955,0.982,0.986,0.79,0.803,0.765,0.469,0.486,0.49
ACORX666_20230216002023030300T.scan,7,168,0.969,0.967,0.96,0.965,0.96,0.822,0.997,0.939,0.858,0.674,0.939,0.974,0.98,0.751,0.751,0.71,0.383,0.353,0.362
ACORX666_20230216002023030300T.scan,8,192,0.965,0.962,0.954,0.96,0.953,0.806,0.996,0.933,0.849,0.652,0.925,0.967,0.975,0.71,0.709,0.669,0.292,0.229,0.251
ACORX666_20230216002023030300T.scan,9,216,0.963,0.96,0.948,0.958,0.948,0.793,0.995,0.93,0.842,0.626,0.907,0.961,0.971,0.663,0.658,0.617,0.237,0.166,0.205
ACORX666_20230216002023030300T.scan,10,240,0.962,0.957,0.943,0.955,0.942,0.788,0.995,0.928,0.839,0.604,0.894,0.955,0.966,0.634,0.621,0.573,0.207,0.138,0.16
ACORX666_20230216002023030300T.scan,11,264,0.96,0.954,0.936,0.953,0.936,0.782,0.994,0.926,0.835,0.586,0.891,0.952,0.962,0.622,0.601,0.539,0.214,0.116,0.111
