,,%Previsao,vtmp:925,vtmp:850,vtmp:500,temp:850,temp:500,temp:250,pslc:000,umes:925,umes:850,umes:500,zgeo:850,zgeo:500,zgeo:250,uvel:850,uvel:500,uvel:250,vvel:850,vvel:500,vvel:250
ACORX666_20230216002023030300T.scan,1,24,0.972,0.987,0.997,0.986,0.997,0.991,0.999,0.963,0.94,0.919,0.993,0.999,1.0,0.908,0.972,0.988,0.906,0.97,0.985
ACORX666_20230216002023030300T.scan,2,48,0.954,0.973,0.991,0.973,0.991,0.976,0.998,0.942,0.895,0.838,0.984,0.996,0.998,0.857,0.938,0.971,0.853,0.933,0.961
ACORX666_20230216002023030300T.scan,3,72,0.938,0.959,0.981,0.958,0.981,0.948,0.997,0.916,0.846,0.737,0.967,0.99,0.995,0.787,0.883,0.939,0.779,0.873,0.914
ACORX666_20230216002023030300T.scan,4,96,0.925,0.944,0.968,0.943,0.968,0.91,0.995,0.895,0.81,0.649,0.943,0.981,0.989,0.707,0.818,0.897,0.685,0.79,0.842
ACORX666_20230216002023030300T.scan,5,120,0.917,0.932,0.953,0.931,0.953,0.871,0.992,0.873,0.776,0.575,0.913,0.971,0.982,0.613,0.746,0.845,0.581,0.699,0.747
ACORX666_20230216002023030300T.scan,6,144,0.907,0.917,0.932,0.916,0.932,0.827,0.99,0.855,0.749,0.5,0.877,0.953,0.968,0.54,0.675,0.783,0.483,0.585,0.637
ACORX666_20230216002023030300T.scan,7,168,0.894,0.898,0.906,0.897,0.906,0.784,0.988,0.836,0.723,0.439,0.839,0.933,0.953,0.484,0.609,0.722,0.399,0.507,0.576
ACORX666_20230216002023030300T.scan,8,192,0.883,0.883,0.884,0.882,0.885,0.737,0.985,0.821,0.702,0.392,0.794,0.909,0.935,0.425,0.518,0.652,0.332,0.418,0.489
ACORX666_20230216002023030300T.scan,9,216,0.879,0.881,0.874,0.879,0.874,0.716,0.983,0.808,0.693,0.346,0.758,0.891,0.923,0.371,0.457,0.587,0.292,0.365,0.411
ACORX666_20230216002023030300T.scan,10,240,0.879,0.877,0.867,0.876,0.867,0.687,0.981,0.804,0.692,0.324,0.726,0.876,0.913,0.319,0.393,0.538,0.279,0.344,0.367
ACORX666_20230216002023030300T.scan,11,264,0.876,0.874,0.864,0.872,0.865,0.665,0.979,0.805,0.693,0.315,0.689,0.865,0.906,0.29,0.38,0.538,0.215,0.307,0.35
