,,%Previsao,vtmp:925,vtmp:850,vtmp:500,temp:850,temp:500,temp:250,pslc:000,umes:925,umes:850,umes:500,zgeo:850,zgeo:500,zgeo:250,uvel:850,uvel:500,uvel:250,vvel:850,vvel:500,vvel:250
RMSEX666_20230216002023030300T.scan,1,24,1.335,1.161,0.55,1.269,0.569,0.54,0.983,0.001,0.001,0.001,7.903,7.346,9.256,2.764,2.057,3.172,2.406,1.845,3.042
RMSEX666_20230216002023030300T.scan,2,48,1.451,1.388,0.694,1.506,0.718,0.675,1.148,0.002,0.002,0.001,9.254,9.214,11.248,3.653,2.829,4.426,3.06,2.445,4.162
RMSEX666_20230216002023030300T.scan,3,72,1.526,1.501,0.81,1.621,0.842,0.75,1.266,0.002,0.002,0.001,10.44,10.846,13.563,4.265,3.44,5.477,3.401,2.928,4.918
RMSEX666_20230216002023030300T.scan,4,96,1.601,1.602,0.909,1.727,0.948,0.822,1.459,0.002,0.002,0.001,12.063,12.702,16.872,4.694,3.971,6.378,3.628,3.309,5.619
RMSEX666_20230216002023030300T.scan,5,120,1.689,1.703,0.997,1.827,1.041,0.899,1.662,0.002,0.002,0.001,13.574,13.36,18.655,5.004,4.476,7.177,3.816,3.629,6.249
RMSEX666_20230216002023030300T.scan,6,144,1.72,1.771,1.109,1.899,1.159,0.978,1.905,0.002,0.002,0.001,15.49,14.564,21.164,5.322,4.891,7.886,3.958,3.936,6.643
RMSEX666_20230216002023030300T.scan,7,168,1.737,1.807,1.222,1.933,1.279,1.041,1.96,0.002,0.002,0.001,15.947,15.512,23.492,5.421,5.229,8.498,4.072,4.132,7.005
RMSEX666_20230216002023030300T.scan,8,192,1.8,1.873,1.31,1.991,1.367,1.127,2.079,0.002,0.002,0.001,16.932,17.254,26.693,5.64,5.669,8.98,4.268,4.431,7.367
RMSEX666_20230216002023030300T.scan,9,216,1.856,1.919,1.368,2.025,1.427,1.232,2.183,0.002,0.002,0.001,17.904,18.087,28.406,5.826,6.129,9.58,4.381,4.638,8.109
RMSEX666_20230216002023030300T.scan,10,240,1.874,1.968,1.405,2.07,1.464,1.314,2.235,0.002,0.003,0.001,18.217,18.264,29.645,5.945,6.508,10.113,4.463,4.828,8.712
RMSEX666_20230216002023030300T.scan,11,264,1.91,2.004,1.436,2.106,1.493,1.384,2.205,0.002,0.003,0.002,18.05,18.369,31.362,6.045,6.82,10.606,4.483,4.94,8.828
ACORX666_20230216002023030300T.scan,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ACORX666_20230216002023030300T.scan,1,24,0.878,0.926,0.955,0.91,0.95,0.956,1.0,0.901,0.885,0.932,0.93,0.957,0.986,0.884,0.953,0.971,0.775,0.889,0.92
ACORX666_20230216002023030300T.scan,2,48,0.858,0.9,0.926,0.879,0.919,0.93,1.0,0.864,0.819,0.873,0.939,0.959,0.983,0.814,0.914,0.942,0.666,0.802,0.847
ACORX666_20230216002023030300T.scan,3,72,0.844,0.88,0.896,0.856,0.885,0.912,1.0,0.849,0.774,0.823,0.928,0.948,0.975,0.771,0.876,0.911,0.598,0.712,0.779
ACORX666_20230216002023030300T.scan,4,96,0.829,0.855,0.867,0.828,0.851,0.894,0.999,0.836,0.737,0.773,0.892,0.907,0.957,0.735,0.838,0.877,0.539,0.628,0.708
ACORX666_20230216002023030300T.scan,5,120,0.811,0.828,0.838,0.8,0.818,0.874,0.999,0.828,0.71,0.728,0.866,0.882,0.946,0.715,0.794,0.841,0.485,0.537,0.638
ACORX666_20230216002023030300T.scan,6,144,0.804,0.805,0.793,0.774,0.767,0.853,0.999,0.821,0.688,0.69,0.816,0.821,0.922,0.683,0.755,0.806,0.442,0.454,0.584
ACORX666_20230216002023030300T.scan,7,168,0.799,0.793,0.748,0.763,0.715,0.833,0.999,0.817,0.676,0.658,0.794,0.78,0.901,0.664,0.72,0.774,0.41,0.395,0.538
ACORX666_20230216002023030300T.scan,8,192,0.784,0.772,0.708,0.743,0.672,0.802,0.999,0.81,0.663,0.629,0.761,0.732,0.873,0.618,0.674,0.751,0.343,0.295,0.487
ACORX666_20230216002023030300T.scan,9,216,0.768,0.752,0.671,0.726,0.631,0.754,0.999,0.801,0.652,0.594,0.746,0.711,0.85,0.575,0.623,0.718,0.293,0.22,0.387
ACORX666_20230216002023030300T.scan,10,240,0.76,0.735,0.646,0.711,0.603,0.723,0.999,0.8,0.643,0.564,0.716,0.676,0.83,0.536,0.566,0.685,0.275,0.14,0.307
ACORX666_20230216002023030300T.scan,11,264,0.747,0.72,0.624,0.697,0.581,0.695,0.999,0.797,0.634,0.543,0.699,0.649,0.812,0.496,0.512,0.65,0.26,0.127,0.292
